ï»¿id,sender_name,sender_email,subject,body,cleaned_text,category,urgency
174,Jordan Hill,jordan.hill@hotmail.com,Requesting refund for failed payment,If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.,requesting refund failed payment enable temporary password would help could please reset password send link email please let know information need side,request,medium
13,Morgan Hill,morgan.hill@hotmail.com,Files missing after update,I tried resetting the password but the reset link doesn't arrive. My account shows as locked and I need access for an urgent client call.,file missing update tried resetting password reset link doesnt arrive account show locked need access urgent client call,feedback,high
132,Siddharth Wright,siddharth.wright@initech.com,Please enable SSO for my account,"Could you please reset my password and send the link to my email? I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side.",please enable sso account could please reset password send link email dont access recovery phone cant complete flow please let know information need side,feedback,low
102,Chris Martin,chris.martin@outlook.com,Feature X broke after latest patch,The mobile app crashes immediately after tapping 'Start'. Attached are the steps to reproduce and a screenshot of the error. I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists. This is urgent and affecting multiple users.,feature x broke latest patch mobile app crash immediately tapping start attached step reproduce screenshot error im android 12 crash happens every time try upload file reinstalled app issue persists urgent affecting multiple user,complaint,high
223,Alex Patel,alex.patel@hotmail.com,Feature suggestion for reports,Please consider adding keyboard shortcuts for power users. It would be great if the reports could include CSV export by date range. Thanks again for the team effort. My account ID is 945106.,feature suggestion report please consider adding keyboard shortcut power user would great report could include csv export date range thanks team effort account id 945106,feedback,low
64,Rakesh Clark,rakesh.clark@techify.com,App crashing on startup,"The transaction went through on my bank, but the app still shows unpaid. I need help reprocessing the failed payment and restoring access. This is blocking our team's access to premium features. Can someone confirm whether the refund has been initiated? This is urgent and affecting multiple users.",app crashing startup transaction went bank app still show unpaid need help reprocessing failed payment restoring access blocking team access premium feature someone confirm whether refund initiated urgent affecting multiple user,request,high
183,Automated Sender,it@initech.com,Need access to new project folder,"I don't have access to my recovery phone, so I can't complete the flow. I can confirm my identity if required. Please let me know what information you need from my side.",need access new project folder dont access recovery phone cant complete flow confirm identity required please let know information need side,feedback,low
215,Yara Thomas,yara.thomas@acme.com,Suggestion: more export formats,A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Thanks again for the team effort.,suggestion export format dark mode would appreciated long working hour feature would really speed daily workflow thanks team effort,feedback,low
38,Riley King,riley.king@yahoo.com,Email notifications stopped working,Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. Attached are the steps to reproduce and a screenshot of the error. I reinstalled the app but the issue persists. I'm on Android 12 and the crash happens every time I try to upload a file.,email notification stopped working please advise workaround ã¢â¬â need demo tomorrow attached step reproduce screenshot error reinstalled app issue persists im android 12 crash happens every time try upload file,complaint,low
244,Liam Johnson,liam.johnson39@gmail.com,Get cheap software licenses,Transfer funds to unlock your cash prize.,get cheap software license transfer fund unlock cash prize,feedback,low
56,Dana Hall,dana.hall@yahoo.com,Feature X broke after latest patch,We noticed CPU spikes and very slow response times after the update. Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load. Several users reported timeouts when trying to run reports.,feature x broke latest patch noticed cpu spike slow response time update check server log let u know whats causing application return 503 error normal load several user reported timeouts trying run report,feedback,low
11,Nina Smith,nina.smith@netcore.com,Service down for my team,Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load. Our staging server has been down intermittently for the past two hours. This is urgent and affecting multiple users. My account ID is 916449.,service team check server log let u know whats causing application return 503 error normal load staging server intermittently past two hour urgent affecting multiple user account id 916449,feedback,high
155,Jasper Wright,jasper.wright@hotmail.com,Please enable SSO for my account,If you can enable a temporary password that would help. I can confirm my identity if required. Please let me know what information you need from my side.,please enable sso account enable temporary password would help confirm identity required please let know information need side,request,medium
179,Sonia Garcia,sonia.garcia71@yahoo.com,Please increase API rate limit,"The transaction went through on my bank, but the app still shows unpaid. This is blocking our team's access to premium features. Can someone confirm whether the refund has been initiated? Please let me know what information you need from my side. My account ID is 697467.",please increase api rate limit transaction went bank app still show unpaid blocking team access premium feature someone confirm whether refund initiated please let know information need side account id 697467,request,medium
181,Rohit Hall,rohit.hall@yahoo.com,How to export my data?,Could you please reset my password and send the link to my email? I can confirm my identity if required. Please let me know what information you need from my side.,export data could please reset password send link email confirm identity required please let know information need side,feedback,low
78,Grace Anderson,grace.anderson@globex.com,Payment failed and account suspended,Can you check the server logs and let us know what's causing this? Several users reported timeouts when trying to run reports.,payment failed account suspended check server log let u know whats causing several user reported timeouts trying run report,feedback,low
176,Sunil Young,sunil.young@hotmail.com,Requesting refund for failed payment,Can you add an option to filter by user role in the dashboard? A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Please let me know what information you need from my side.,requesting refund failed payment add option filter user role dashboard dark mode would appreciated long working hour feature would really speed daily workflow please let know information need side,request,medium
207,Rakesh Anderson,rakesh.anderson@netcore.com,Great update Ã¢â¬â a couple of ideas,This feature would really speed up our daily workflows. It would be great if the reports could include CSV export by date range. Can you add an option to filter by user role in the dashboard?,great update ã¢â¬â couple idea feature would really speed daily workflow would great report could include csv export date range add option filter user role dashboard,feedback,low
41,Automated Sender,billing@starkindustries.com,Server error 500 on reports,Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. I'm on Android 12 and the crash happens every time I try to upload a file. Attached are the steps to reproduce and a screenshot of the error. The mobile app crashes immediately after tapping 'Start'. This is urgent and affecting multiple users.,server error 500 report please advise workaround ã¢â¬â need demo tomorrow im android 12 crash happens every time try upload file attached step reproduce screenshot error mobile app crash immediately tapping start urgent affecting multiple user,feedback,high
24,Automated Sender,billing@globex.com,Payment failed and account suspended,"A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. This is urgent and affecting multiple users.",payment failed account suspended payment attempt failed subscription show suspended transaction went bank app still show unpaid urgent affecting multiple user,feedback,high
225,Olivia Young,olivia.young@initech.com,Kudos to the team,"Thanks for resolving the issue quickly, the team really appreciated it. The new update made the interface much more intuitive.",kudos team thanks resolving issue quickly team really appreciated new update made interface much intuitive,complaint,low
68,Riley Gonzalez,riley.gonzalez@hotmail.com,App crashing on startup,Every time I enter my credentials I get an 'invalid password' message. My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is urgent and affecting multiple users.,app crashing startup every time enter credential get invalid password message account show locked need access urgent client call im unable log since morning urgent affecting multiple user,feedback,high
119,Dana Hill,dana.hill@company.com,Can I get admin privileges?,"I don't have access to my recovery phone, so I can't complete the flow. If you can enable a temporary password that would help. Please let me know what information you need from my side.",get admin privilege dont access recovery phone cant complete flow enable temporary password would help please let know information need side,request,medium
79,Sophia Scott,sophia.scott@starkindustries.com,Email notifications stopped working,I'm unable to log in since this morning. Every time I enter my credentials I get an 'invalid password' message. This is affecting my ability to complete billing tasks.,email notification stopped working im unable log since morning every time enter credential get invalid password message affecting ability complete billing task,feedback,low
229,Olivia Thomas,olivia.thomas@cloudwave.com,Exclusive deal just for you,Transfer funds to unlock your cash prize.,exclusive deal transfer fund unlock cash prize,feedback,low
54,Frank Sharma,frank.sharma@initech.com,Team cannot login after password change,"The transaction went through on my bank, but the app still shows unpaid. Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. I need help reprocessing the failed payment and restoring access.",team cannot login password change transaction went bank app still show unpaid someone confirm whether refund initiated payment attempt failed subscription show suspended need help reprocessing failed payment restoring access,request,medium
235,Dana Patel,dana.patel@initech.com,Urgent: Verify your account to avoid closure,"This is a limited time offer, no purchase necessary.",urgent verify account avoid closure limited time offer purchase necessary,spam,high
92,Peyton Anderson,peyton.anderson@wayneenterprises.com,Email notifications stopped working,We noticed CPU spikes and very slow response times after the update. Our staging server has been down intermittently for the past two hours. Can you check the server logs and let us know what's causing this? Several users reported timeouts when trying to run reports. This is urgent and affecting multiple users. My account ID is 874683.,email notification stopped working noticed cpu spike slow response time update staging server intermittently past two hour check server log let u know whats causing several user reported timeouts trying run report urgent affecting multiple user account id 874683,feedback,high
138,Anita Johnson,anita.johnson@starkindustries.com,Help with two-factor authentication setup,I can confirm my identity if required. I've tried the 'forgot password' option but it fails at verification. If you can enable a temporary password that would help. Please let me know what information you need from my side.,help twofactor authentication setup confirm identity required ive tried forgot password option fails verification enable temporary password would help please let know information need side,request,medium
31,Elliot Smith,elliot.smith@globex.com,Severe slowdown on dashboard,This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call. This is urgent and affecting multiple users.,severe slowdown dashboard affecting ability complete billing task account show locked need access urgent client call urgent affecting multiple user,complaint,high
105,Zoe Sharma,zoe.sharma@starkindustries.com,Service down for my team,Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. This is blocking our team's access to premium features. This is urgent and affecting multiple users.,service team someone confirm whether refund initiated payment attempt failed subscription show suspended blocking team access premium feature urgent affecting multiple user,request,high
81,Sunil Lee,sunil.lee@globex.com,Feature X broke after latest patch,This is affecting my ability to complete billing tasks. Every time I enter my credentials I get an 'invalid password' message. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users.,feature x broke latest patch affecting ability complete billing task every time enter credential get invalid password message tried resetting password reset link doesnt arrive urgent affecting multiple user,feedback,high
120,Dana Green,dana.green@globex.com,Please increase API rate limit,"I don't have access to my recovery phone, so I can't complete the flow. I've tried the 'forgot password' option but it fails at verification. Please let me know what information you need from my side.",please increase api rate limit dont access recovery phone cant complete flow ive tried forgot password option fails verification please let know information need side,feedback,low
242,Frank Green,frank.green48@outlook.com,Claim your free gift card now,"This is a limited time offer, no purchase necessary.",claim free gift card limited time offer purchase necessary,spam,low
43,Taylor Brown,taylor.brown@initech.com,App crashing on startup,I reinstalled the app but the issue persists. Attached are the steps to reproduce and a screenshot of the error. I'm on Android 12 and the crash happens every time I try to upload a file.,app crashing startup reinstalled app issue persists attached step reproduce screenshot error im android 12 crash happens every time try upload file,complaint,low
233,Zoe Hernandez,zoe.hernandez@hotmail.com,Claim your free gift card now,"Transfer funds to unlock your cash prize. This is a limited time offer, no purchase necessary.",claim free gift card transfer fund unlock cash prize limited time offer purchase necessary,spam,low
40,Jamie Garcia,jamie.garcia89@gmail.com,App crashing on startup,My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is affecting my ability to complete billing tasks. My account ID is 973349.,app crashing startup account show locked need access urgent client call tried resetting password reset link doesnt arrive affecting ability complete billing task account id 973349,feedback,high
28,Arjun Lopez,arjun.lopez31@hotmail.com,Payment failed and account suspended,I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists.,payment failed account suspended im android 12 crash happens every time try upload file reinstalled app issue persists,complaint,low
150,Sonia Lopez,sonia.lopez18@hotmail.com,How to export my data?,"I can confirm my identity if required. If you can enable a temporary password that would help. I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side.",export data confirm identity required enable temporary password would help dont access recovery phone cant complete flow please let know information need side,request,medium
198,Sunil Hill,sunil.hill@yahoo.com,Kudos to the team,"Good job on the recent improvements Ã¢â¬â noticed fewer errors. Thanks for resolving the issue quickly, the team really appreciated it. The new update made the interface much more intuitive. My account ID is 417543.",kudos team good job recent improvement ã¢â¬â noticed fewer error thanks resolving issue quickly team really appreciated new update made interface much intuitive account id 417543,complaint,low
200,Jordan Scott,jordan.scott@netcore.com,Loving the new onboarding flow,The new update made the interface much more intuitive. Good job on the recent improvements Ã¢â¬â noticed fewer errors. Thanks again for the team effort.,loving new onboarding flow new update made interface much intuitive good job recent improvement ã¢â¬â noticed fewer error thanks team effort,feedback,low
35,Quinn King,quinn.king61@hotmail.com,Payment failed and account suspended,Several users reported timeouts when trying to run reports. Can you check the server logs and let us know what's causing this? This is urgent and affecting multiple users.,payment failed account suspended several user reported timeouts trying run report check server log let u know whats causing urgent affecting multiple user,feedback,high
52,Sophia Hall,sophia.hall@outlook.com,Team cannot login after password change,"Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access. The transaction went through on my bank, but the app still shows unpaid. This is urgent and affecting multiple users. My account ID is 301939.",team cannot login password change someone confirm whether refund initiated need help reprocessing failed payment restoring access transaction went bank app still show unpaid urgent affecting multiple user account id 301939,request,high
20,Sonia Anderson,sonia.anderson75@gmail.com,Team cannot login after password change,Can you check the server logs and let us know what's causing this? Our staging server has been down intermittently for the past two hours. My account ID is 171262.,team cannot login password change check server log let u know whats causing staging server intermittently past two hour account id 171262,feedback,low
60,Quinn Singh,quinn.singh@hotmail.com,Email notifications stopped working,I'm unable to log in since this morning. This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call.,email notification stopped working im unable log since morning affecting ability complete billing task account show locked need access urgent client call,feedback,high
70,Alex Lopez,alex.lopez84@hotmail.com,Service down for my team,I reinstalled the app but the issue persists. Attached are the steps to reproduce and a screenshot of the error. Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. This is urgent and affecting multiple users.,service team reinstalled app issue persists attached step reproduce screenshot error please advise workaround ã¢â¬â need demo tomorrow urgent affecting multiple user,complaint,high
116,Peyton Singh,peyton.singh@yahoo.com,Requesting environment access for QA,If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.,requesting environment access qa enable temporary password would help could please reset password send link email please let know information need side,request,medium
82,Anita Martin,anita.martin@starkindustries.com,Unable to access my account - urgent,My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is affecting my ability to complete billing tasks. This is urgent and affecting multiple users.,unable access account urgent account show locked need access urgent client call im unable log since morning affecting ability complete billing task urgent affecting multiple user,feedback,high
84,Jordan Wright,jordan.wright@starkindustries.com,Files missing after update,I reinstalled the app but the issue persists. The mobile app crashes immediately after tapping 'Start'.,file missing update reinstalled app issue persists mobile app crash immediately tapping start,complaint,high
189,Taylor Khan,taylor.khan@outlook.com,Feature suggestion for reports,A dark mode would be appreciated for long working hours. It would be great if the reports could include CSV export by date range. This feature would really speed up our daily workflows. Thanks again for the team effort.,feature suggestion report dark mode would appreciated long working hour would great report could include csv export date range feature would really speed daily workflow thanks team effort,feedback,low
213,Will Johnson,will.johnson@techify.com,Feedback: mobile app layout,"Good job on the recent improvements Ã¢â¬â noticed fewer errors. Thanks for resolving the issue quickly, the team really appreciated it.",feedback mobile app layout good job recent improvement ã¢â¬â noticed fewer error thanks resolving issue quickly team really appreciated,complaint,low
180,Xavier Hernandez,xavier.hernandez@techify.com,Request to add billing contact,If you can enable a temporary password that would help. I can confirm my identity if required. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.,request add billing contact enable temporary password would help confirm identity required could please reset password send link email please let know information need side,request,medium
101,Ian Allen,ian.allen@gmail.com,Server error 500 on reports,Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. My account ID is 748151.,server error 500 report someone confirm whether refund initiated payment attempt failed subscription show suspended account id 748151,request,medium
206,Siddharth Johnson,siddharth.johnson97@gmail.com,Feature suggestion for reports,Good job on the recent improvements Ã¢â¬â noticed fewer errors. Overall experience has improved since the last release. Thanks again for the team effort. My account ID is 803281.,feature suggestion report good job recent improvement ã¢â¬â noticed fewer error overall experience improved since last release thanks team effort account id 803281,feedback,low
238,Tyler Clark,tyler.clark@gmail.com,Congratulations! You won a prize,"Act now to secure this one-time deal. This is a limited time offer, no purchase necessary.",congratulation prize act secure onetime deal limited time offer purchase necessary,spam,low
